movie_name,release_year,imdb,meta,votes 
Collide,2016,5.6,33        ,"16,486"
Mascots,2016,5.8,57        ,"7,564"
Absolutely Fabulous: The Movie,2016,5.4,59        ,"12,688"
Science Fiction Volume One: The Osiris Child,2016,5.5,55        ,"8,660"
Siren,2016,5.3,54        ,"7,114"
Handsome Devil,2016,7,60        ,"14,786"
Ae Dil Hai Mushkil,2016,5.8,40        ,"23,704"
Blue Jay,2016,7.3,69        ,"17,917"
Rules Don't Apply,2016,5.7,60        ,"11,084"
Middle School: The Worst Years of My Life,2016,6.1,51        ,"9,282"
The Comedian,2016,5.8,40        ,"7,475"
La tortue rouge,2016,7.5,86        ,"35,508"
Incarnate,2016,5.2,30        ,"13,333"
Rock Dog,2016,5.9,48        ,"5,500"
The Pass,2016,6.5,66        ,"3,949"
A Kind of Murder,2016,5.3,50        ,"8,004"
Greater,2016,7.3,35        ,"6,392"
Juste la fin du monde,2016,6.8,48        ,"23,759"
LBJ,2016,6.5,54        ,"6,998"
Frantz,2016,7.5,73        ,"16,124"
Meet the Blacks,2016,4.8,26        ,"36,778"
The Last Face,2016,4.9,16        ,"5,166"
The Disappointments Room,2016,3.9,31        ,"10,007"
I Am the Pretty Thing That Lives in the House,2016,4.6,68        ,"14,910"
In Dubious Battle,2016,6,43        ,"4,192"
Edge of Winter,2016,5.3,50        ,"4,185"
Outlaws and Angels,2016,5.4,40        ,"3,435"
Théo et Hugo dans le même bateau,2016,7,74        ,"3,348"
First Girl I Loved,2016,6.2,61        ,"3,730"
Wakefield,2016,6.3,62        ,"17,040"
Killing Ground,2016,5.8,59        ,"8,471"
Headshot,2016,6.3,61        ,"15,055"
Special Correspondents,2016,5.9,36        ,"24,621"
Certain Women,2016,6.4,82        ,"13,625"
Suntan,2016,6.6,59        ,"7,343"
True Memoirs of an International Assassin,2016,5.9,37        ,"23,200"
Kickboxer: Vengeance,2016,4.8,37        ,"11,548"
The Bleeder,2016,6.5,68        ,"6,472"
The Curse of Sleeping Beauty,2016,4.3,27        ,"3,588"
I.T.,2016,5.5,27        ,"16,226"
Hjartasteinn,2016,7.4,70        ,"5,559"
A United Kingdom,2016,6.9,65        ,"16,324"
The Duel,2016,5.8,42        ,"11,169"
Army of One,2016,5.1,43        ,"8,070"
God's Not Dead 2,2016,4.3,22        ,"12,703"
Don't Knock Twice,2016,5.1,45        ,"14,105"
Dog Eat Dog,2016,4.8,53        ,"9,019"
Goat,2016,5.7,64        ,"7,919"
The Late Bloomer,2016,5.2,34        ,"10,179"
Ghost Team,2016,4.8,22        ,"2,190"
Bacalaureat,2016,7.3,84        ,"13,855"
Mindhorn,2016,6.3,70        ,"12,960"
The Master Cleanse,2016,5.1,58        ,"3,894"
When the Bough Breaks,2016,5.1,28        ,"7,265"
King Cobra,2016,5.6,48        ,"9,155"
Ma vie de Courgette,2016,7.7,85        ,"25,865"
Complete Unknown,2016,5.3,58        ,"6,256"
Equity,2016,5.6,68        ,"3,743"
A Quiet Passion,2016,6.5,78        ,"5,883"
Alone in Berlin,2016,6.5,52        ,"9,296"
Don't Think Twice,2016,6.7,83        ,"17,765"
Miss Stevens,2016,6.5,65        ,"7,226"
Wiener-Dog,2016,5.9,66        ,"10,397"
The Other Side of the Door,2016,5.3,41        ,"18,390"
Katie Says Goodbye,2016,6.6,53        ,"2,105"
Catfight,2016,5.9,66        ,"6,583"
Birth of the Dragon,2016,5.6,35        ,"8,373"
Norm of the North,2016,3.4,21        ,"9,502"
Frank & Lola,2016,5.9,56        ,"6,162"
Kingsglaive: Final Fantasy XV,2016,6.7,35        ,"21,961"
Mil-jeong,2016,7.1,78        ,"10,181"
Other People,2016,6.8,67        ,"11,646"
Barry,2016,5.9,72        ,"7,314"
Tramps,2016,6.5,76        ,"5,775"
Indignation,2016,6.8,78        ,"12,236"
Una,2016,6.2,62        ,"10,765"
Joshy,2016,5.9,62        ,"4,348"
Sameblod,2016,7.3,79        ,"7,769"
Officer Downe,2016,4.2,26        ,"2,138"
Tallulah,2016,6.7,63        ,"20,449"
Trespass Against Us,2016,5.8,50        ,"8,355"
Blind,2016,5.8,36        ,"4,238"
Ratchet & Clank,2016,5.5,29        ,"11,122"
All We Had,2016,5.9,48        ,"2,483"
Mothers and Daughters,2016,4.9,29        ,"3,143"
The Perfect Match,2016,4.9,41        ,"4,165"
Aquarius,2016,7.4,88        ,"19,988"
Shelley,2016,5.2,62        ,"3,624"
Swallows and Amazons,2016,6.1,65        ,"3,251"
L'avenir,2016,6.9,88        ,"13,869"
Sleight,2016,5.9,62        ,"8,863"
La fille inconnue,2016,6.5,65        ,"9,754"
Pelé: Birth of a Legend,2016,7.1,39        ,"18,647"
The Devil and the Deep Blue Sea,2016,6,27        ,"4,448"
Abattoir,2016,4.4,40        ,"4,228"
Southside with You,2016,6.4,74        ,"11,115"
Kongens Nei,2016,7.1,64        ,"9,188"
Priceless,2016,6,41        ,"3,928"
Sex Doll,2016,4.5,44        ,"2,014"
Morris from America,2016,6.3,75        ,"5,431"
The Young Messiah,2016,5.7,33        ,"3,639"
La reina de España,2016,5.2,46        ,"2,032"
Inside,2016,4.7,36        ,"5,640"
Sophie and the Rising Sun,2016,6.6,55        ,"1,369"
Divines,2016,7.4,71        ,"9,962"
Bonjour Anne,2016,5.8,48        ,"8,941"
Nina,2016,5.4,27        ,"2,887"
Come and Find Me,2016,5.7,46        ,"9,075"
The 9th Life of Louis Drax,2016,6.3,41        ,"14,574"
Goldstone,2016,6.5,78        ,"5,880"
Pandemic,2016,4.4,47        ,"9,264"
Phantasm: Ravager,2016,4.9,48        ,"4,635"
Te Ata,2016,7.4,51        ,887
Incheon sangryuk jakjeon,2016,6.2,50        ,"5,731"
The Intervention,2016,6,57        ,"6,391"
Umi yori mo mada fukaku,2016,7.4,84        ,"11,620"
Prevenge,2016,6,71        ,"8,043"
Despite the Falling Snow,2016,5.8,33        ,"3,188"
Nelly,2016,5.7,58        ,515
Kollektivet,2016,6.4,60        ,"7,728"
I Am Not a Serial Killer,2016,6.2,54        ,"14,914"
100 Streets,2016,5.8,44        ,"4,183"
Quand on a 17 ans,2016,7.2,83        ,"6,688"
Planetarium,2016,4.6,44        ,"3,473"
Little Men,2016,6.7,86        ,"7,458"
Mei ren yu,2016,6.2,69        ,"9,414"
As You Are,2016,6.5,67        ,"2,426"
Kurîpî: Itsuwari no rinjin,2016,6.4,76        ,"5,480"
Precious Cargo,2016,4.6,27        ,"9,495"
Adult Life Skills,2016,6.2,49        ,"3,984"
Brother Nature,2016,4.8,53        ,"1,562"
The Free World,2016,6.1,46        ,"1,905"
Poesía sin fin,2016,7.5,78        ,"6,119"
Eloise,2016,4.5,15        ,"4,317"
The Ticket,2016,5.4,52        ,"2,924"
Realive,2016,5.9,59        ,"5,317"
Porto,2016,6,48        ,"2,160"
Mal de pierres,2016,6.6,40        ,"6,309"
Contract to Kill,2016,3.3,3        ,"1,973"
Boris sans Béatrice,2016,6,52        ,390
The Lighthouse,2016,5.3,58        ,"1,022"
Wolves,2016,5.7,46        ,"1,268"
London Town,2016,6.4,46        ,"2,421"
Lovesong,2016,6.3,74        ,"5,099"
Me estás matando Susana,2016,6.4,50        ,"2,051"
Salt and Fire,2016,4.2,44        ,"2,820"
La danseuse,2016,6.5,44        ,"2,603"
Approaching the Unknown,2016,4.9,53        ,"8,909"
The Model,2016,5.8,58        ,"3,936"
Altamira,2016,6,57        ,"2,863"
The Hollow Point,2016,5.4,41        ,"5,849"
My Blind Brother,2016,6,60        ,"4,547"
Antibirth,2016,4.9,56        ,"3,400"
Run the Tide,2016,5.2,33        ,"1,173"
Youth in Oregon,2016,5.8,38        ,"1,342"
Always Shine,2016,5.7,72        ,"4,790"
Here Alone,2016,5.6,59        ,"7,546"
O Ornitólogo,2016,6.3,85        ,"3,428"
Da yu hai tang,2016,7,72        ,"6,380"
Neruda,2016,6.8,82        ,"10,523"
Lowriders,2016,5.7,57        ,"2,584"
Ethel & Ernest,2016,7.7,72        ,"3,556"
The Last Heist,2016,3.6,28        ,"2,638"
Two Lovers and a Bear,2016,6.1,61        ,"1,964"
Whisky Galore,2016,5.8,42        ,"1,699"
The Land,2016,6.4,50        ,"1,756"
The Confirmation,2016,6.4,65        ,"6,923"
Standoff,2016,6.1,36        ,"8,443"
The Journey,2016,6.7,53        ,"1,891"
(M)uchenik,2016,6.9,76        ,"5,664"
ClownTown,2016,3.7,16        ,"1,572"
Werewolf,2016,6.2,73        ,527
Kono sekai no katasumi ni,2016,7.7,73        ,"11,287"
Robinson Crusoe,2016,5.3,36        ,"6,326"
Un homme à la hauteur,2016,6.3,48        ,"8,371"
Rippu Van Winkuru no hanayome,2016,7.1,56        ,"2,010"
Buster's Mal Heart,2016,6.1,63        ,"11,139"
Red Christmas,2016,4.4,52        ,"2,153"
They're Watching,2016,5.6,39        ,"4,623"
La pazza gioia,2016,7.2,74        ,"9,824"
Victoria,2016,6.1,58        ,"3,722"
Ordinary World,2016,5.5,55        ,"3,160"
Sundown,2016,5.3,10        ,"2,391"
Burn Your Maps,2016,6.7,50        ,"1,691"
Kaze ni nureta onna,2016,5.8,59        ,"1,197"
My Bakery in Brooklyn,2016,4.5,22        ,"1,737"
Lazy Eye,2016,6.4,39        ,"1,766"
Duelyant,2016,6.4,55        ,"3,112"
The Offering,2016,3.8,14        ,"2,015"
Sieranevada,2016,7.3,82        ,"5,330"
Asura,2016,6.7,64        ,"2,924"
Sufat Chol,2016,6.8,74        ,"3,640"
Jack Goes Home,2016,5,38        ,"2,434"
Teo-neol,2016,6.8,68        ,"9,028"
Ucitelka,2016,7.2,77        ,"3,600"
La mort de Louis XIV,2016,6.7,76        ,"2,342"
Vor der Morgenröte,2016,6.7,75        ,"2,433"
Flock of Dudes,2016,5.2,36        ,"1,043"
Chronically Metropolitan,2016,5,28        ,"1,538"
Between Us,2016,5.6,64        ,842
Cardboard Boxer,2016,6.3,41        ,"2,851"
Tie dao fei hu,2016,5.7,47        ,"4,526"
Little Sister,2016,6.3,74        ,"3,722"
"Polina, danser sa vie",2016,6.7,65        ,"1,830"
Mean Dreams,2016,6.3,64        ,"4,617"
Paint It Black,2016,5.6,71        ,767
Women Who Kill,2016,5.6,78        ,670
"Já, Olga Hepnarová",2016,6.6,57        ,"2,551"
Marie Curie,2016,5.6,49        ,"1,520"
Eshtebak,2016,7.4,78        ,"5,823"
The Drowning,2016,4.5,43        ,"3,277"
Nocturama,2016,6.4,71        ,"5,041"
Doua lozuri,2016,7.5,77        ,"11,516"
Submerged,2016,4.1,40        ,"1,502"
Trash Fire,2016,5.8,42        ,"3,156"
Kicks,2016,6.4,69        ,"4,379"
The Phenom,2016,5.2,66        ,"2,299"
Jesús,2016,5.8,68        ,426
Mukti Bhawan,2016,7,80        ,"2,245"
Souvenir,2016,6,49        ,"1,094"
Bar Bahar,2016,7.2,78        ,"2,919"
City of Tiny Lights,2016,5.5,55        ,"2,417"
Hymyilevä mies,2016,7.2,83        ,"4,698"
Mirzya,2016,4.6,52        ,"1,860"
Mohenjo Daro,2016,5.6,39        ,"11,974"
Réparer les vivants,2016,6.8,82        ,"3,410"
Sacrifice,2016,5.3,23        ,"4,612"
Vincent N Roxxy,2016,5.5,43        ,"2,198"
Carnage Park,2016,4.8,48        ,"3,628"
Belgica,2016,6.7,63        ,"4,570"
L'économie du couple,2016,6.5,66        ,"2,314"
Ma Loute,2016,6,66        ,"4,605"
37,2016,3.9,33        ,647
Beyond the Gates,2016,5.1,59        ,"6,076"
Fuchi ni tatsu,2016,6.9,84        ,"2,692"
The Transfiguration,2016,6.1,65        ,"3,918"
Some Freaks,2016,6.3,67        ,"1,985"
1:54,2016,6.5,46        ,"1,621"
Ostatnia rodzina,2016,7.4,69        ,"4,452"
Little Boxes,2016,5.9,52        ,"2,064"
Slash,2016,5.9,64        ,"1,143"
"Lou Andreas-Salomé, The Audacity to be Free",2016,6.5,60        ,583
Milton's Secret,2016,5.9,37        ,691
Dreamland,2016,5.7,55        ,580
Autumn Lights,2016,6.1,37        ,"7,339"
Strange Weather,2016,6,57        ,"1,658"
Buddymoon,2016,6.1,50        ,"1,432"
Ma-seu-teo,2016,6.6,53        ,"2,449"
The Masked Saint,2016,4.6,22        ,713
The Alchemist Cookbook,2016,5.2,73        ,"1,645"
My Dead Boyfriend,2016,4.7,25        ,566
So B. It,2016,6.8,46        ,568
Shepherds and Butchers,2016,6.8,42        ,"3,408"
Paradise,2016,7,52        ,"1,901"
Hon zin 2,2016,6.5,56        ,"2,939"
Rester vertical,2016,6,65        ,"2,352"
Ali and Nino,2016,6.8,50        ,"5,297"
Câini,2016,7,55        ,"2,973"
The American Side,2016,5.3,65        ,"3,694"
(Dean),2016,6.3,58        ,"2,580"
Laavor et HaKir,2016,6.4,72        ,"1,404"
Fight Valley,2016,2.7,22        ,633
The Vessel,2016,5.4,67        ,"1,146"
Compadres,2016,4.8,28        ,"1,082"
Tracktown,2016,5.7,64        ,467
Tommy's Honour,2016,6.3,56        ,"1,285"
The Other Half,2016,5.3,60        ,888
Le confessioni,2016,6.1,42        ,"1,794"
Claire in Motion,2016,4.4,56        ,669
Spark: A Space Tail,2016,4.4,22        ,"1,254"
Is That a Gun in Your Pocket?,2016,5.4,7        ,"2,933"
Transpecos,2016,5.8,73        ,"2,796"
Slava,2016,7.6,83        ,"2,375"
The Brooklyn Banker,2016,6.1,32        ,917
And Punching the Clown,2016,5.8,65        ,866
Attack of the Lederhosen Zombies,2016,4.5,46        ,"1,740"
Spa Night,2016,6.1,76        ,"1,277"
San ren xing,2016,5.9,71        ,"1,966"
Cézanne et moi,2016,6.1,54        ,"1,316"
Ang babaeng humayo,2016,7.2,83        ,"1,514"
American Fable,2016,5.9,55        ,"5,872"
Nerdland,2016,5.3,46        ,"1,090"
Powidoki,2016,7,75        ,"3,086"
"A Woman, a Part",2016,5.3,66        ,470
Mãe Só Há Uma,2016,6.7,77        ,"1,515"
Tiszta szívvel,2016,7.1,65        ,"3,621"
Angels in Stardust,2016,5.1,34        ,645
The Levelling,2016,6.4,81        ,"2,648"
A Boy Called Po,2016,6.6,47        ,"1,840"
Jet Trash,2016,5,49        ,338
Cô Hâu Gái,2016,5.7,61        ,845
My Father Die,2016,5.5,42        ,"1,052"
Ma' Rosa,2016,6.9,62        ,946
The Tiger Hunter,2016,6,66        ,"1,076"
Level Up,2016,4.4,40        ,"1,364"
Brahman Naman,2016,5.5,58        ,"1,924"
Spaceman,2016,5.2,35        ,574
Une vie,2016,6.3,74        ,"1,225"
Inimi cicatrizate,2016,7.1,70        ,"1,173"
Indivisibili,2016,7,80        ,"1,342"
Les beaux jours d'Aranjuez,2016,4.5,32        ,622
MiddleMan,2016,5.8,37        ,846
Shavua ve Yom,2016,6.6,72        ,931
La jeune fille sans mains,2016,7,82        ,"1,320"
The Chamber,2016,4.4,40        ,"1,194"
Kaleidoscope,2016,5.8,52        ,"1,063"
Akher Ayyam el-Madinah,2016,6.9,75        ,557
Folk Hero & Funny Guy,2016,5.7,64        ,583
The Dog Lover,2016,5.5,35        ,"1,585"
Brave New Jersey,2016,5.3,45        ,577
Ismach Hatani,2016,6.6,74        ,785
My Entire High School Sinking Into the Sea,2016,6.1,72        ,"1,193"
